Reg-Nr.,Name,Bestand,Beschwerden,Typ,Jahr
1130,ERGO DIREKT LEBEN AG,1061474,16,Leben,2016
1184,ERGO LEBEN AG,4847983,89,Leben,2016
1107,EUROPA LEBEN,476953,9,Leben,2016
1310,FAMILIENFüRSORGE LV,244055,5,Leben,2016
1139,GENERALI LEBEN AG,4434177,73,Leben,2016
1108,GOTHAER LEBEN AG,1351538,36,Leben,2016
1312,HANNOVERSCHE LV AG,958316,9,Leben,2016
1114,HANSEMERKUR LEBEN,293707,7,Leben,2016
1033,HDI LEBEN AG,2307115,64,Leben,2016
1158,HEIDELBERGER LV,393461,21,Leben,2016
1137,HELVETIA LEBEN,149000,2,Leben,2016
1055,HUK-COBURG LEBEN,683290,20,Leben,2016
1047,IDEAL LEBEN,587089,4,Leben,2016
1048,IDUNA VEREINIGTE LV,1743217,23,Leben,2016
1128,ITZEHOER LEBEN,71098,1,Leben,2016
1045,KARLSRUHER LV AG,91800,3,Leben,2016
1062,LEBENSVERS. VON 1871,672471,10,Leben,2016
1112,LVM LEBEN,792294,5,Leben,2016
1109,MECKLENBURG. LEBEN,163810,3,Leben,2016
1064,MÜNCHEN. VEREIN LEBEN,134316,1,Leben,2016
1134,NEUE BAYER. BEAMTEN,120137,4,Leben,2016
1164,NEUE LEBEN LEBENSVERS,914706,13,Leben,2016
1147,NÜRNBG. LEBEN,2752283,60,Leben,2016
1194,PB LEBENSVERSICHERUNG,1122938,18,Leben,2016
1123,PLUS LEBEN,72095,4,Leben,2016
1309,PROTEKTOR LV AG,107844,6,Leben,2016
1081,PROV. LEBEN HANNOVER,820422,8,Leben,2016
1083,PROV.NORDWEST LEBEN,1701356,14,Leben,2016
1082,PROV.RHEINLAND LEBEN,1262798,23,Leben,2016
1141,R+V LEBENSVERS. AG,4240885,36,Leben,2016
1018,RHEINLAND LEBEN,95286,1,Leben,2016
1157,SKANDIA LEBEN,285337,12,Leben,2016
1153,SPARK.-VERS.SACHS.LEB,542250,2,Leben,2016
1104,STUTTGARTER LEBEN,484054,17,Leben,2016
1091,SV SPARKASSENVERS.,1669139,20,Leben,2016
1090,SWISS LIFE AG (CH),868532,22,Leben,2016
1132,TARGO LEBEN AG,1769295,11,Leben,2016
1092,UNIVERSA LEBEN,181178,5,Leben,2016
1140,VICTORIA LEBEN,1113675,39,Leben,2016
1099,VOLKSWOHL-BUND LEBEN,1414713,16,Leben,2016
1151,VORSORGE LEBEN,165585,8,Leben,2016
1160,VPV LEBEN,794388,6,Leben,2016
1005,WÜRTT. LEBEN,2206302,19,Leben,2016
1103,WWK LEBEN,912096,21,Leben,2016
1138,ZURICH DTSCH. HEROLD,3359974,68,Leben,2016
5342,AACHENMüNCHENER VERS.,2501109,5,Unfall,2016
5498,ADAC - SCHUTZBRIEF VERS.,3682482,6,Unfall,2016
5312,ALLIANZ VERS.,3995596,36,Unfall,2016
5405,ALTE LEIPZIGER VERS.,64734,2,Unfall,2016
5455,ARAG ALLG. VERS.,20848588,3,Unfall,2016
5515,AXA VERS.,682986,5,Unfall,2016
5792,BADEN-BADENER VERS.,262038,2,Unfall,2016
5317,BARMENIA ALLG. VERS.,141790,2,Unfall,2016
5633,BASLER SACH AG,385922,14,Unfall,2016
5310,BAYER. BEAMTEN VERS.,100986,1,Unfall,2016
5324,BAYER.VERS.VERB.AG,909113,3,Unfall,2016
5338,CONCORDIA VERS.,348204,3,Unfall,2016
5340,CONTINENTALE SACHVERS,593781,5,Unfall,2016
5311,DBV DT. BEAMTEN-VERS.,210190,3,Unfall,2016
5549,DEBEKA ALLGEMEINE,1925138,9,Unfall,2016
5513,DEVK ALLG. VERS.,906682,1,Unfall,2016
5562,ERGO DIREKT,237689,5,Unfall,2016
5472,ERGO VERSICHERUNG,2097520,31,Unfall,2016
5473,GENERALI VERSICHERUNG,2517162,8,Unfall,2016
5858,GOTHAER ALLGEMEINE AG,687747,2,Unfall,2016
5096,HDI GLOBAL SE,49561,1,Unfall,2016
5085,HDI VERSICHERUNG,491798,4,Unfall,2016
5384,HELVETIA VERS. (CH),120553,2,Unfall,2016
5375,HUK-COBURG UNTER.,963132,1,Unfall,2016
5521,HUK-COBURG-ALLG. VERS,667650,1,Unfall,2016
5780,INTERRISK VERS.,460977,2,Unfall,2016
5078,JANITOS VERSICHERUNG,166819,1,Unfall,2016
5412,MECKLENBURG. VERS.,160786,2,Unfall,2016
5426,NÜRNBG. ALLG.,508108,12,Unfall,2016
5686,NÜRNBG. BEAMTEN ALLG.,69923,1,Unfall,2016
5095,PROV.RHEINLAND VERS.,2477693,2,Unfall,2016
5583,PVAG POLIZEIVERS.,317141,1,Unfall,2016
5438,R+V ALLGEMEINE VERS.,1428479,5,Unfall,2016
5125,SIGNAL IDUNA ALLG.,1696049,24,Unfall,2016
5781,SPARK.-VERS.SACHS.ALL,92014,1,Unfall,2016
5586,STUTTGARTER VERS.,444831,9,Unfall,2016
5036,SV SPARK.VERSICHER.,277004,1,Unfall,2016
5484,VOLKSWOHL-BUND SACH,170123,1,Unfall,2016
5461,VPV ALLGEMEINE VERS.,158885,2,Unfall,2016
5093,WESTF.PROV.VERS.AG,845345,4,Unfall,2016
5783,WÜRTT. VERS.,711959,2,Unfall,2016
5476,WWK ALLGEMEINE VERS.,264133,10,Unfall,2016
4034,ALLIANZ PRIV.KV AG,2617887,60,Kranken,2017
4142,ALTE OLDENBURGER AG,161679,4,Kranken,2017
4112,ARAG KRANKEN,595223,20,Kranken,2017
4095,AXA KRANKEN,1733457,210,Kranken,2017
4042,BARMENIA KRANKEN,1230199,36,Kranken,2017
4134,BAYERISCHE BEAMTEN K,1132075,28,Kranken,2017
4004,CENTRAL KRANKEN,1721082,62,Kranken,2017
4118,CONCORDIA KRANKEN,99270,2,Kranken,2017
4001,CONTINENTALE KRANKEN,1358302,50,Kranken,2017
4028,DEBEKA KRANKEN,4002120,52,Kranken,2017
4131,DEVK KRANKENVERS.-AG,391403,6,Kranken,2017
4044,DKV AG,4400233,113,Kranken,2017
4013,DT. RING KRANKEN,593748,12,Kranken,2017
4121,ENVIVAS KRANKEN,406356,5,Kranken,2017
4126,ERGO DIREKT KRANKEN,1510964,12,Kranken,2017
4119,GOTHAER KV AG,591553,17,Kranken,2017
4043,HALLESCHE KRANKEN,641604,45,Kranken,2017
4144,HANSEMERKUR KRANKEN_V,1473189,24,Kranken,2017
4122,HANSEMERKUR S.KRANKEN,6710973,2,Kranken,2017
4117,HUK-COBURG KRANKEN,1028380,36,Kranken,2017
4145,INTER KV AG,376713,10,Kranken,2017
4011,LANDESKRANKENHILFE,366091,35,Kranken,2017
4109,LVM KRANKEN,351864,5,Kranken,2017
4037,MÜNCHEN.VEREIN KV,314585,17,Kranken,2017
4125,NÜRNBG. KRANKEN,280917,1,Kranken,2017
4116,R+V KRANKEN,884433,5,Kranken,2017
4002,SIGNAL IDUNA KRANKEN,1977989,42,Kranken,2017
4039,SÜDDEUTSCHE KRANKEN,666892,14,Kranken,2017
4108,UNION KRANKENVERS.,1206407,9,Kranken,2017
4045,UNIVERSA KRANKEN,358170,8,Kranken,2017
1001,AACHENMüNCHENER LEB.,5112537,62,Leben,2017
1006,ALLIANZ LEBEN,10546803,103,Leben,2017
1007,ALTE LEIPZIGER LEBEN,1391428,49,Leben,2017
1017,ATHENE LEBEN AG,286914,12,Leben,2017
1020,AXA LEBEN,2838199,55,Leben,2017
1011,BARMENIA LEBEN,240265,5,Leben,2017
1028,BASLER LEBEN,676856,18,Leben,2017
1013,BAYER. BEAMTEN LEBEN,195881,2,Leben,2017
1015,BAYERN-VERS.,1829096,16,Leben,2017
1177,CONCORDIA OECO LEBEN,173303,3,Leben,2017
1021,CONDOR LEBEN,219331,4,Leben,2017
1335,CONTINENTALE LV AG,719202,10,Leben,2017
1022,COSMOS LEBEN,1390155,24,Leben,2017
1115,CREDIT LIFE AG,909948,1,Leben,2017
1023,DEBEKA LEBEN,3385116,33,Leben,2017
1136,DEVK ALLG. LEBEN,804968,8,Leben,2017
1025,DEVK DT. EISENBAHN LV,571213,5,Leben,2017
1113,DIALOG LEBEN,306327,1,Leben,2017
1180,DT. ÄRZTEVERSICHERUNG,217426,2,Leben,2017
1148,DT. LEBENSVERS.,650985,3,Leben,2017
1130,ERGO DIREKT LEBEN AG,1019398,24,Leben,2017
1184,ERGO LEBEN AG,4651870,80,Leben,2017
1151,ERGO VORSORGE LEBEN,164670,2,Leben,2017
1107,EUROPA LEBEN,485717,5,Leben,2017
1035,FRANKFURT MÜNCHENER,307942,9,Leben,2017
1139,GENERALI LEBEN AG,4246777,83,Leben,2017
1108,GOTHAER LEBEN AG,1323091,34,Leben,2017
1312,HANNOVERSCHE LV AG,964088,5,Leben,2017
1114,HANSEMERKUR LEBEN,292031,2,Leben,2017
1033,HDI LEBEN AG,2215765,57,Leben,2017
1158,HEIDELBERGER LV,382157,17,Leben,2017
1137,HELVETIA LEBEN,148590,2,Leben,2017
1055,HUK-COBURG-LEBEN,670592,22,Leben,2017
1047,IDEAL LEBEN,594793,6,Leben,2017
1048,IDUNA VEREINIGTE LV,1687395,31,Leben,2017
1119,INTERRISK LEBENSVERS.,91339,1,Leben,2017
1045,KARLSRUHER LV AG,85806,2,Leben,2017
1054,LANDESLEBENSHILFE,15734,1,Leben,2017
1062,LEBENSVERS. VON 1871,657512,6,Leben,2017
1112,LVM LEBEN,789294,3,Leben,2017
1109,MECKLENBURG. LEBEN,164034,4,Leben,2017
1342,MÜNCHENER VEREIN LEBEN,133079,2,Leben,2017
1164,NEUE LEBEN LEBENSVERS,900616,10,Leben,2017
1147,NÜRNBG. LEBEN,2684041,43,Leben,2017
1056,OEFF. LEBEN BERLIN,224807,3,Leben,2017
1194,PB LEBENSVERSICHERUNG,1095658,33,Leben,2017
1123,PLUS LEBEN,64635,3,Leben,2017
1309,PROTEKTOR LV AG,100092,3,Leben,2017
1081,PROV. LEBEN HANNOVER,815692,8,Leben,2017
1083,PROV.NORDWEST LEBEN,1684119,21,Leben,2017
1082,PROV.RHEINLAND LEBEN,1219451,19,Leben,2017
1085,R+V LEBEN,55167,2,Leben,2017
1141,R+V LEBENSVERS. AG,4203547,23,Leben,2017
1018,RHEINLAND LEBEN,89550,1,Leben,2017
1150,SAARLAND LEBEN,145063,1,Leben,2017
1157,SKANDIA LEBEN,270550,70,Leben,2017
1153,SPARK.-VERS.SACHS.LEB,549820,1,Leben,2017
1104,STUTTGARTER LEBEN,503100,6,Leben,2017
1091,SV SPARKASSENVERS.,1648590,17,Leben,2017
1090,SWISS LIFE AG (CH),877816,21,Leben,2017
1132,TARGO LEBEN AG,1869308,11,Leben,2017
1092,UNIVERSA LEBEN,178639,4,Leben,2017
1140,VICTORIA LEBEN,1036702,28,Leben,2017
1099,VOLKSWOHL-BUND LEBEN,1429154,15,Leben,2017
1160,VPV LEBEN,758096,12,Leben,2017
1149,WGV-LEBEN,56274,2,Leben,2017
1005,WÜRTT. LEBEN,2126106,34,Leben,2017
1103,WWK LEBEN,916303,27,Leben,2017
1138,ZURICH DTSCH. HEROLD,3245451,67,Leben,2017
5342,AACHENMüNCHENER VERS.,2519949,9,Unfall,2017
5498,ADAC - SCHUTZBRIEF VERS.,3512859,7,Unfall,2017
5312,ALLIANZ VERS.,3923047,30,Unfall,2017
5405,ALTE LEIPZIGER VERS.,62799,1,Unfall,2017
5455,ARAG ALLG. VERS.,20955489,1,Unfall,2017
5515,AXA VERS.,864218,6,Unfall,2017
5792,BADEN-BADENER VERS.,275059,3,Unfall,2017
5317,BARMENIA ALLG. VERS.,177611,1,Unfall,2017
5633,BASLER SACH AG,389504,3,Unfall,2017
5310,BAYER. BEAMTEN VERS.,102422,4,Unfall,2017
5324,BAYER.VERS.VERB.AG,981417,2,Unfall,2017
5338,CONCORDIA VERS.,356121,1,Unfall,2017
5340,CONTINENTALE SACHVERS,591165,2,Unfall,2017
5552,COSMOS VERS.,173352,2,Unfall,2017
5549,DEBEKA ALLGEMEINE,1941860,2,Unfall,2017
5562,ERGO DIREKT,233210,3,Unfall,2017
5472,ERGO VERSICHERUNG,1994562,17,Unfall,2017
5473,GENERALI VERSICHERUNG,2450933,9,Unfall,2017
5858,GOTHAER ALLGEMEINE AG,677046,6,Unfall,2017
5501,HANSEMERKUR ALLG.,91448,1,Unfall,2017
5085,HDI VERSICHERUNG,474626,4,Unfall,2017
5384,HELVETIA VERS. (CH),120482,1,Unfall,2017
5375,HUK-COBURG UNTER.,979460,4,Unfall,2017
5521,HUK-COBURG-ALLG. VERS,746008,1,Unfall,2017
5780,INTERRISK VERS.,482195,2,Unfall,2017
5078,JANITOS VERSICHERUNG,168571,4,Unfall,2017
5061,MANNHEIMER VERS.,59156,1,Unfall,2017
5426,NÜRNBG. ALLG.,488780,8,Unfall,2017
5095,PROV.RHEINLAND VERS.,2399458,1,Unfall,2017
5583,PVAG POLIZEIVERS.,318491,1,Unfall,2017
5438,R+V ALLGEMEINE VERS.,1411961,4,Unfall,2017
5121,RHION VERSICHERUNG,130037,1,Unfall,2017
5125,SIGNAL IDUNA ALLG.,1685231,11,Unfall,2017
5586,STUTTGARTER VERS.,558075,9,Unfall,2017
5036,SV SPARK.VERSICHER.,280916,4,Unfall,2017
5400,VGH LAND.BRAND.HAN.,5087924,1,Unfall,2017
5862,VHV ALLGEMEINE VERS.,424783,2,Unfall,2017
5093,WESTF.PROV.VERS.AG,838504,1,Unfall,2017
5479,WÜRTT. GEMEINDE-VERS.,145820,1,Unfall,2017
5783,WÜRTT. VERS.,708373,1,Unfall,2017
5476,WWK ALLGEMEINE VERS.,278941,3,Unfall,2017
4001,CONTINENTALE KRANKEN,1350329,45,Kranken,2018
4002,SIGNAL IDUNA KRANKEN,2539737,67,Kranken,2018
4004,CENTRAL KRANKEN,1711333,61,Kranken,2018
4011,LANDESKRANKENHILFE,359250,51,Kranken,2018
4028,DEBEKA KRANKEN,4040278,52,Kranken,2018
4034,ALLIANZ PRIV.KV AG,2633787,212,Kranken,2018
4037,MÜNCHEN.VEREIN KV,325871,14,Kranken,2018
4039,SÜDDEUTSCHE KRANKEN,657693,23,Kranken,2018
4042,BARMENIA KRANKEN,1236014,35,Kranken,2018
4043,HALLESCHE KRANKEN,694928,47,Kranken,2018
4044,DKV AG,4374468,171,Kranken,2018
4045,UNIVERSA KRANKEN,361219,13,Kranken,2018
4095,AXA KRANKEN,1736364,142,Kranken,2018
4104,BERUFSFEUERWEHR HANN.,1298,1,Kranken,2018
4108,UNION KRANKENVERS.,1238728,11,Kranken,2018
4109,LVM KRANKEN,361687,8,Kranken,2018
4112,ARAG KRANKEN,618834,32,Kranken,2018
4116,R+V KRANKEN,973768,11,Kranken,2018
4117,HUK-COBURG KRANKEN,1081280,41,Kranken,2018
4118,CONCORDIA KRANKEN,104588,1,Kranken,2018
4119,GOTHAER KV AG,591523,20,Kranken,2018
4121,ENVIVAS KRANKEN,410083,6,Kranken,2018
4125,NÜRNBG. KRANKEN,303848,6,Kranken,2018
4126,ERGO DIREKT KRANKEN,1549415,19,Kranken,2018
4131,DEVK KRANKENVERS.-AG,405429,2,Kranken,2018
4134,BAYERISCHE BEAMTEN K,1144664,24,Kranken,2018
4139,WÜRTT. KRANKEN,403286,2,Kranken,2018
4142,ALTE OLDENBURGER AG,161594,7,Kranken,2018
4143,PAX-FAMILIENF.KV AG,164907,7,Kranken,2018
4144,HANSEMERKUR KV AG,1491463,32,Kranken,2018
4145,INTER KV AG,384150,22,Kranken,2018
1001,AACHENMüNCHENER LEB.,5090178,55,Leben,2018
1005,WÜRTT. LEBEN,2058014,23,Leben,2018
1006,ALLIANZ LEBEN,10663690,143,Leben,2018
1007,ALTE LEIPZIGER LEBEN,1464647,47,Leben,2018
1011,BARMENIA LEBEN,243080,7,Leben,2018
1013,BAYER. BEAMTEN LEBEN,182682,2,Leben,2018
1015,BAYERN-VERS.,1843446,11,Leben,2018
1017,ATHORA LV AG,263692,14,Leben,2018
1018,RHEINLAND LEBEN,83405,2,Leben,2018
1020,AXA LEBEN,2758122,50,Leben,2018
1021,CONDOR LEBEN,217949,4,Leben,2018
1022,COSMOS LEBEN,1368484,25,Leben,2018
1023,DEBEKA LEBEN,3358472,43,Leben,2018
1025,DEVK DT. EISENBAHN LV,553747,3,Leben,2018
1028,BASLER LEBEN,660498,21,Leben,2018
1033,HDI LEBEN AG,2097394,41,Leben,2018
1035,FRANKFURT MÜNCHENER,286559,14,Leben,2018
1045,KARLSRUHER LV AG,81201,5,Leben,2018
1047,IDEAL LEBEN,595270,8,Leben,2018
1048,SIGNAL IDUNA LV,1637024,36,Leben,2018
1055,HUK-COBURG-LEBEN,662214,15,Leben,2018
1062,LEBENSVERS. VON 1871,644453,9,Leben,2018
1081,PROV. LEBEN HANNOVER,807360,3,Leben,2018
1082,PROV.RHEINLAND LEBEN,1198271,11,Leben,2018
1083,PROV.NORDWEST LEBEN,1672195,16,Leben,2018
1090,SWISS LIFE AG (CH),898124,18,Leben,2018
1091,SV SPARKASSENVERS.,1633345,9,Leben,2018
1092,UNIVERSA LEBEN,174634,3,Leben,2018
1093,VER.POSTVERS.,22,2,Leben,2018
1099,VOLKSWOHL-BUND LEBEN,1443904,11,Leben,2018
1103,WWK LEBEN,927914,36,Leben,2018
1104,STUTTGARTER LEBEN,510839,10,Leben,2018
1107,EUROPA LEBEN,489709,5,Leben,2018
1108,GOTHAER LEBEN AG,1291812,28,Leben,2018
1109,MECKLENBURG. LEBEN,163600,2,Leben,2018
1112,LVM LEBEN,787598,8,Leben,2018
1114,HANSEMERKUR LEBEN,296472,2,Leben,2018
1119,INTERRISK LEBENSVERS.,92559,1,Leben,2018
1123,PLUS LEBEN,58553,2,Leben,2018
1130,ERGO DIREKT LEBEN AG,978300,15,Leben,2018
1131,NÜRNBERGER BEAMTEN LV,46167,1,Leben,2018
1132,TARGO LEBEN AG,1970356,11,Leben,2018
1136,DEVK ALLG. LEBEN,791595,11,Leben,2018
1137,HELVETIA LEBEN,150656,5,Leben,2018
1138,ZURICH DTSCH. HEROLD,3146417,46,Leben,2018
1139,GENERALI LEBEN AG,4064272,104,Leben,2018
1140,VICTORIA LEBEN,971934,38,Leben,2018
1141,R+V LEBENSVERS. AG,4167674,23,Leben,2018
1147,NÜRNBG. LEBEN,2617885,53,Leben,2018
1148,DT. LEBENSVERS.,662462,6,Leben,2018
1150,SAARLAND LEBEN,141177,2,Leben,2018
1151,ERGO VORSORGE LEBEN,162817,1,Leben,2018
1152,FRANKFURTER LEBEN,98501,4,Leben,2018
1153,SPARK.-VERS.SACHS.LEB,569020,2,Leben,2018
1157,SKANDIA LEBEN,255778,45,Leben,2018
1158,HEIDELBERGER LV,371880,21,Leben,2018
1160,VPV LEBEN,725773,10,Leben,2018
1164,NEUE LEBEN LEBENSVERS,892938,14,Leben,2018
1167,DELTA DIREKT LEBEN,79464,1,Leben,2018
1177,CONCORDIA OECO LEBEN,171425,2,Leben,2018
1180,DT. ÄRZTEVERSICHERUNG,223054,3,Leben,2018
1184,ERGO LEBEN AG,4466729,78,Leben,2018
1194,PB LEBENSVERSICHERUNG,1083799,19,Leben,2018
1312,HANNOVERSCHE LV AG,993195,7,Leben,2018
1330,INTER LEBENSVERS. AG,111873,3,Leben,2018
1335,CONTINENTALE LV AG,752049,8,Leben,2018
5036,SV SPARK.VERSICHER.,282646,2,Unfall,2018
5061,MANNHEIMER VERS.,63017,1,Unfall,2018
5078,JANITOS VERSICHERUNG,169190,6,Unfall,2018
5085,HDI VERSICHERUNG,458334,6,Unfall,2018
5095,PROV.RHEINLAND VERS.,2380929,1,Unfall,2018
5125,SIGNAL IDUNA ALLG.,1677584,10,Unfall,2018
5310,BAYER. BEAMTEN VERS.,106011,1,Unfall,2018
5312,ALLIANZ VERS.,3922954,18,Unfall,2018
5324,BAYER.VERS.VERB.AG,1029780,2,Unfall,2018
5338,CONCORDIA VERS.,366298,1,Unfall,2018
5340,CONTINENTALE SACHVERS,588602,5,Unfall,2018
5342,AACHENMüNCHENER VERS.,2552797,6,Unfall,2018
5344,DEVK DT. EISENB. SACH,264271,2,Unfall,2018
5374,HAFTPFLICHTKASSE,191135,1,Unfall,2018
5375,HUK-COBURG UNTER.,992743,2,Unfall,2018
5384,HELVETIA VERS. (CH),121535,1,Unfall,2018
5400,VGH LAND.BRAND.HAN.,5013594,4,Unfall,2018
5402,LVM SACH,956902,5,Unfall,2018
5412,MECKLENBURG. VERS.,167219,3,Unfall,2018
5426,NÜRNBG. ALLG.,468939,5,Unfall,2018
5438,R+V ALLGEMEINE VERS.,1410272,6,Unfall,2018
5472,ERGO VERSICHERUNG,1899629,18,Unfall,2018
5473,GENERALI VERSICHERUNG,1972444,9,Unfall,2018
5476,WWK ALLGEMEINE VERS.,286951,7,Unfall,2018
5479,WÜRTT. GEMEINDE-VERS.,144289,1,Unfall,2018
5484,VOLKSWOHL-BUND SACH,170133,1,Unfall,2018
5498,ADAC VERSICHERUNG,3370825,9,Unfall,2018
5501,HANSEMERKUR ALLG.,101702,1,Unfall,2018
5513,DEVK ALLG. VERS.,928775,1,Unfall,2018
5515,AXA VERS.,835853,6,Unfall,2018
5546,INTER ALLG. VERS.,78436,1,Unfall,2018
5549,DEBEKA ALLGEMEINE,1956171,4,Unfall,2018
5552,COSMOS VERS.,169691,4,Unfall,2018
5562,ERGO DIREKT,229481,3,Unfall,2018
5586,STUTTGARTER VERS.,559903,2,Unfall,2018
5633,BASLER SACH AG,386637,4,Unfall,2018
5781,SPARK.-VERS.SACHS.ALL,92238,2,Unfall,2018
5783,WÜRTT. VERS.,720370,3,Unfall,2018
5790,TARGO VERSICHERUNG,108051,5,Unfall,2018
5792,BADEN-BADENER VERS.,268876,2,Unfall,2018
5798,RHEINLAND VERS. AG,102130,1,Unfall,2018
5858,GOTHAER ALLGEMEINE AG,710524,3,Unfall,2018
4001,CONTINENTALE KRANKEN,1341121,30,Kranken,2019
4002,SIGNAL IDUNA KRANKEN,2539060,44,Kranken,2019
4004,CENTRAL KRANKEN,1710659,59,Kranken,2019
4011,LANDESKRANKENHILFE,352048,38,Kranken,2019
4028,DEBEKA KRANKEN,4090315,41,Kranken,2019
4034,ALLIANZ PRIV.KV AG,2655503,142,Kranken,2019
4037,MÜNCHEN.VEREIN KV,331268,11,Kranken,2019
4039,SÜDDEUTSCHE KRANKEN,648548,27,Kranken,2019
4042,BARMENIA KRANKEN,1249224,26,Kranken,2019
4043,HALLESCHE KRANKEN,715960,40,Kranken,2019
4044,DKV AG,4356354,77,Kranken,2019
4045,UNIVERSA KRANKEN,362816,15,Kranken,2019
4095,AXA KRANKEN,1728582,112,Kranken,2019
4108,UNION KRANKENVERS.,1275890,15,Kranken,2019
4112,ARAG KRANKEN,642608,21,Kranken,2019
4115,VIGO KRANKEN,19677,1,Kranken,2019
4116,R+V KRANKEN,1074760,5,Kranken,2019
4117,HUK-COBURG KRANKEN,1092491,27,Kranken,2019
4119,GOTHAER KV AG,597351,22,Kranken,2019
4121,ENVIVAS KRANKEN,413173,1,Kranken,2019
4122,HANSEMERKUR SPEZIALE,7232715,1,Kranken,2019
4125,NÜRNBG. KRANKEN,306713,7,Kranken,2019
4126,ERGO KRANKEN,1604229,23,Kranken,2019
4134,BAYERISCHE BEAMTEN K,1158521,37,Kranken,2019
4142,ALTE OLDENBURGER AG,161196,2,Kranken,2019
4144,HANSEMERKUR KV AG,1513408,31,Kranken,2019
4145,INTER KV AG,392848,29,Kranken,2019
4146,OTTONOVA KRANKEN,406,1,Kranken,2019
1001,AACHENMüNCHENER LEB.,5121403,51,Leben,2019
1005,WÜRTT. LEBEN,1989499,20,Leben,2019
1006,ALLIANZ LEBEN,10864800,89,Leben,2019
1007,ALTE LEIPZIGER LEBEN,1507415,9,Leben,2019
1011,BARMENIA LEBEN,249415,13,Leben,2019
1013,BAYER. BEAMTEN LEBEN,170115,3,Leben,2019
1015,BAYERN-VERS.,1856510,11,Leben,2019
1017,ATHORA LV AG,244251,2,Leben,2019
1020,AXA LEBEN,2657010,43,Leben,2019
1021,CONDOR LEBEN,221308,1,Leben,2019
1022,COSMOS LEBEN,1340973,19,Leben,2019
1023,DEBEKA LEBEN,3334144,33,Leben,2019
1025,DEVK DT. EISENBAHN LV,532968,5,Leben,2019
1028,BASLER LEBEN,653327,10,Leben,2019
1033,HDI LEBEN AG,2068096,31,Leben,2019
1035,FRANKFURT MÜNCHENER,267833,3,Leben,2019
1045,KARLSRUHER LV AG,76450,3,Leben,2019
1047,IDEAL LEBEN,605577,3,Leben,2019
1048,SIGNAL IDUNA LV,1585986,34,Leben,2019
1055,HUK-COBURG-LEBEN,656928,7,Leben,2019
1056,OEFF. LEBEN BERLIN,226922,1,Leben,2019
1062,LEBENSVERS. VON 1871,636147,9,Leben,2019
1081,PROV. LEBEN HANNOVER,787643,2,Leben,2019
1082,PROV.RHEINLAND LEBEN,1176577,11,Leben,2019
1083,PROV.NORDWEST LEBEN,1653894,9,Leben,2019
1085,R+V LEBEN,57720,1,Leben,2019
1089,SÜDDT.LEBEN,55610,1,Leben,2019
1090,SWISS LIFE AG (CH),915085,18,Leben,2019
1091,SV SPARKASSENVERS.,1610698,7,Leben,2019
1092,UNIVERSA LEBEN,170595,2,Leben,2019
1099,VOLKSWOHL-BUND LEBEN,1460116,8,Leben,2019
1103,WWK LEBEN,930064,14,Leben,2019
1104,STUTTGARTER LEBEN,510823,5,Leben,2019
1107,EUROPA LEBEN,492496,1,Leben,2019
1108,GOTHAER LEBEN AG,1263210,18,Leben,2019
1109,MECKLENBURG. LEBEN,163437,3,Leben,2019
1110,DIREKTE LEBEN,105396,1,Leben,2019
1112,LVM LEBEN,790240,4,Leben,2019
1113,DIALOG LEBEN,367911,2,Leben,2019
1114,HANSEMERKUR LEBEN,292982,2,Leben,2019
1115,CREDIT LIFE AG,707131,1,Leben,2019
1128,ITZEHOER LEBEN,70954,3,Leben,2019
1130,ERGO DIREKT LEBEN AG,944117,12,Leben,2019
1132,TARGO LEBEN AG,2074526,13,Leben,2019
1136,DEVK ALLG. LEBEN,764670,7,Leben,2019
1137,HELVETIA LEBEN,152608,3,Leben,2019
1138,ZURICH DTSCH. HEROLD,3058348,47,Leben,2019
1139,PROXALTO LEBEN AG,3844153,68,Leben,2019
1140,VICTORIA LEBEN,906908,25,Leben,2019
1141,R+V LEBENSVERS. AG,4152828,14,Leben,2019
1147,NÜRNBG. LEBEN,2562418,68,Leben,2019
1148,DT. LEBENSVERS.,665456,1,Leben,2019
1149,WGV-LEBEN,55841,1,Leben,2019
1150,SAARLAND LEBEN,137164,2,Leben,2019
1151,ERGO VORSORGE LEBEN,327262,3,Leben,2019
1152,FRANKFURTER LEBEN,92282,7,Leben,2019
1153,SPARK.-VERS.SACHS.LEB,582987,2,Leben,2019
1157,SKANDIA LEBEN,243094,17,Leben,2019
1158,HEIDELBERGER LV,363536,30,Leben,2019
1160,VPV LEBEN,692437,9,Leben,2019
1164,NEUE LEBEN LEBENSVERS,888283,10,Leben,2019
1180,DT. ÄRZTEVERSICHERUNG,228125,3,Leben,2019
1184,ERGO LEBEN AG,4120169,49,Leben,2019
1194,PB LEBENSVERSICHERUNG,1080446,19,Leben,2019
1310,VRK LV,228902,4,Leben,2019
1312,HANNOVERSCHE LV AG,1021204,6,Leben,2019
1330,INTER LEBENSVERS. AG,107964,1,Leben,2019
1335,CONTINENTALE LV AG,773886,2,Leben,2019
1342,MÜNCHENER VEREIN LEBEN,130420,1,Leben,2019
1343,ENTIS LV AG,85746,4,Leben,2019
1345,ÖFF. LEBEN SA,281655,1,Leben,2019
5024,FEUERSOZIETÄT,65795,1,Unfall,2019
5036,SV SPARK.VERSICHER.,282051,1,Unfall,2019
5078,JANITOS VERSICHERUNG,169838,1,Unfall,2019
